active,track,name,desc,maxSpeed (m/s),maxAcceleration,maxDeceleration,capacityPerCar,carLength,minCars,maxCars,carsPerCarSet,trainWidth,maxStationLength,carCost,trainOperationalCostPerHour,carOperationalCostPerHour,color,,,,,,,,,id,class,typeName,canCrossRoads,maxSpeedLocalStation,baseTrackCost,baseStationCost,scissorsCrossoverCost,Electrification,Voltage,Track Gauge,Loading Gauge,train CostPerHour,car CostPerHour,desc,,,
TRUE,S Stock (LDN),London Subsurface Tube,"S Stock is a subway EMU built by Bombardier for London's Subsurface Tube, that comes in either 7 or 8 car sets. S8s operate on the Metropolitan line, while S7s are on the Circle, District, and Hammersmith & City Lines.",27.8,1.30,1.15,170,16.74,7,8,1,2.92,140,2500000,500,50,#FECE08,1190,1360,UK,LDN,Bombardier,Standard Heavy Metro,Heavy Metro,Europe,ldn-2,Standard Heavy Metro,London Subsurface Tube,FALSE,13,50000,75000000,15000000,four-rail,Classical DC,Standard,London S Stock,500,50,"The London Underground (aka The Tube) is the world's first subway system, and this is the 'Subsurface Tube' standard, which is wider than the 'Deep Tube'. Also, the Tube all uses 4-rail power.",standard-heavy-metro-four-rail,"The London Underground (aka The Tube) is the world's first subway system, and this is the 'Subsurface Tube' standard, which is wider than the 'Deep Tube'. Also, the Tube all uses 4-rail power. S Stock is a subway EMU built by Bombardier for London's Subsurface Tube, that comes in either 7 or 8 car sets. S8s operate on the Metropolitan line, while S7s are on the Circle, District, and Hammersmith & City Lines.",136.436
TRUE,BR Class 378,"London Overground Catenary, London Overground Third Rail",The Capitalstar (BR 378) is a commuter rail EMU built by Bombardier for the London Overground that entered service in 2009. It either is third rail only or dual mode with overhead catenary. It is part of the Electrostar Family.,33.6,0.65,1.00,236,20.00,5,5,5,2.8,120,2500000,600,60,#F9A51B,1180,1180,UK,LDN,Bombardier,Standard Commuter,Commuter,Europe,ldn-3c,Standard Commuter,London Overground Catenary,TRUE,15,45000,75000000,14000000,catenary,International AC,Standard,Metro Wide,600,60,"The London Overground is the commuter rail network of the city and has two electrifcation standards, with this being the catenary standard used on UK main lines.",standard-commuter-catenary,"The London Overground is the commuter rail network of the city and has two electrifcation standards, with this being the catenary standard used on UK main lines. The Capitalstar (BR 378) is a commuter rail EMU built by Bombardier for the London Overground that entered service in 2009. It either is third rail only or dual mode with overhead catenary. It is part of the Electrostar Family.",102.5
TRUE,BR Class 710,"London Overground Third Rail, London Overground Catenary",The Alstom Aventra is a family of EMUs in service in the UK since 2015. This model is the EMU labeled Class 710 as used on the London Overground,33.6,0.90,1.00,170,21.00,4,5,1,2.77,120,2500000,600,60,#566366,680,850,UK,LDN,Alstom,Standard Commuter,Commuter,Europe,ldn-3t,Standard Commuter,London Overground Third Rail,TRUE,15,45000,75000000,14000000,tr-over,Classical DC,Standard,Metro Wide,600,60,"The London Overground is the commuter rail network of the city and has two electrifcation standards, with this being the third rail standard used on UK main lines.",standard-commuter-tr-over,"The London Overground is the commuter rail network of the city and has two electrifcation standards, with this being the third rail standard used on UK main lines. The Alstom Aventra is a family of EMUs in service in the UK since 2015. This model is the EMU labeled Class 710 as used on the London Overground",107.5
TRUE,FE-10 (MXC),Mexico City Metro (FE),"The FE-10 is a steel-wheeled model of EMU built by CAF used on the Mexico City Metro, first used in 2012.",25.0,1.20,1.20,210,20.14,7,7,7,2.80,150,5580690,500,50,#B0A32A,1470,1470,MX,MXC,CAF,Standard Heavy Metro,Heavy Metro,Central America,mx-1,Standard Heavy Metro,Mexico City Metro (FE),FALSE,13,50000,75000000,15000000,catenary,Modern DC,Standard,Metro Wide,500,50,"The Mexico City Metro has two different standards of trains, one with steel wheels (this one), and another with rubber wheels.",standard-heavy-metro-catenary,"The Mexico City Metro has two different standards of trains, one with steel wheels (this one), and another with rubber wheels. The FE-10 is a steel-wheeled model of EMU built by CAF used on the Mexico City Metro, first used in 2012.",143.5
TRUE,NM-16 (MXC),Mexico City Metro (NM),The NM-16 is a rubber-tyred model of EMU built by CAF used on the Mexico City Metro,19.4,1.43,1.43,249,16.77,9,9,9,2.50,175,2134515,550,55,#F04E98,2241,2241,MX,MXC,CAF,Rubber Heavy Metro,Heavy Metro,Central America,mx-2,Rubber Heavy Metro,Mexico City Metro (NM),FALSE,13,49000,74000000,14000000,four-rail,Modern DC,Standard,Metro Wide,550,55,"The Mexico City Metro has two different standards of trains, one with steel wheels, and another with rubber wheels (this one).",rubber-heavy-metro-four-rail,"The Mexico City Metro has two different standards of trains, one with steel wheels, and another with rubber wheels (this one). The NM-16 is a rubber-tyred model of EMU built by CAF used on the Mexico City Metro",153.4
TRUE,Cuautitlán-Buenavista,NEC 25-60,The Cuautitlán-Buenavista is a commuter rail EMU built by CAF used on Mexico City's Tren Suburbano that entered service in 2008. ,19.4,1.00,1.00,284,25.50,3,8,1,3.01,220,2500000,600,60,#BE1C00,852,2272,MX,MXC,CAF,Standard Commuter,Commuter,Central America,nyc-g,Standard Commuter,NEC 25-60,TRUE,15,45000,75000000,14000000,catenary,International AC,Standard,U.S. Passenger Standard,600,60,"The Northeast Corridor is the major high speed corridor in the United States that goes from Boston to Washington. It has 3 electrification standards, and this is the 25kV AC 60 Hz system which matches international standards.",standard-commuter-catenary,"The Northeast Corridor is the major high speed corridor in the United States that goes from Boston to Washington. It has 3 electrification standards, and this is the 25kV AC 60 Hz system which matches international standards. The Cuautitlán-Buenavista is a commuter rail EMU built by CAF used on Mexico City's Tren Suburbano that entered service in 2008. ",206.5
TRUE,TE-90,LRT: Modern DC,"The TE-90 is an articulated high-floor light-rail vehicle built by Bombardier that has been in service in Mexico City since 1990. It is also knwon as the TE-96, 08, and 12",22.2,1.00,1.00,150,14.78,2,2,2,2.65,35,2500000,200,20,#0055B8,300,300,MX,MXC,Bombardier,Standard LRT,LRT,Central America,lrt-2,Standard LRT,LRT: Modern DC,TRUE,6.7,17500,25000000,6000000,catenary,Modern DC,Standard,Metro Standard,200,20,This is a standard LRT system (2.65m wide) which uses 750V DC.,standard-lrt-catenary,"This is a standard LRT system (2.65m wide) which uses 750V DC. The TE-90 is an articulated high-floor light-rail vehicle built by Bombardier that has been in service in Mexico City since 1990. It is also knwon as the TE-96, 08, and 12",32.06
TRUE,Toronto Rocket,Toronto Subway,The Toronto Rocket is an EMU built by Bombardier for the Toronto Subway that entered service in 2021.,20.8,0.90,1.35,180,23.00,4,6,2,3.13,145,2000000,500,50,#DA251D,720,1080,CA,TOR,Bombardier,Standard Heavy Metro,Heavy Metro,North America,tor-1,Standard Heavy Metro,Toronto Subway,FALSE,13,50000,75000000,15000000,tr-under,Classical DC,Toronto Gauge,UIC / ERA Standard,500,50,The Toronto Subway is a heavy rail network which has a unique gauge while simultaneously using UIC standard loading gauges.,standard-heavy-metro-tr-under,The Toronto Subway is a heavy rail network which has a unique gauge while simultaneously using UIC standard loading gauges. The Toronto Rocket is an EMU built by Bombardier for the Toronto Subway that entered service in 2021.,140.5
TRUE,T-1 (TOR),Toronto Subway,The T-1 is an EMU built by Bombardier for the Toronto Subway that entered service in 1995.,20.8,0.90,1.30,167,23.00,4,6,2,3.14,145,2000000,500,50,#16A753,668,1002,CA,TOR,Bombardier,Standard Heavy Metro,Heavy Metro,North America,tor-1,Standard Heavy Metro,Toronto Subway,FALSE,13,50000,75000000,15000000,tr-under,Classical DC,Toronto Gauge,UIC / ERA Standard,500,50,The Toronto Subway is a heavy rail network which has a unique gauge while simultaneously using UIC standard loading gauges.,standard-heavy-metro-tr-under,The Toronto Subway is a heavy rail network which has a unique gauge while simultaneously using UIC standard loading gauges. The T-1 is an EMU built by Bombardier for the Toronto Subway that entered service in 1995.,140.5
TRUE,Flexity Outlook (TOR),Toronto Streetcar,The Flexity Outlook is an articulated low-floor light-rail vehicle built by Bombardier for the Toronto Streetcar that has been in service since 2014. Toronto got a custom model due to their unique gauge.,19.4,1.00,1.26,50,5.60,5,5,5,2.54,35,2500000,200,20,#FFFFFF,250,250,CA,TOR,Bombardier,Standard LRT,LRT,North America,tor-2,Standard LRT,Toronto Streetcar,TRUE,6.7,17500,25000000,6000000,catenary,Classical DC,Toronto Gauge,Narrow,200,20,The Toronto Streetcar is a series of light rail / tram lines which run at grade in mixed traffic (the latter of which leads to mixed results).,standard-lrt-catenary,The Toronto Streetcar is a series of light rail / tram lines which run at grade in mixed traffic (the latter of which leads to mixed results). The Flexity Outlook is an articulated low-floor light-rail vehicle built by Bombardier for the Toronto Streetcar that has been in service since 2014. Toronto got a custom model due to their unique gauge.,30.5
TRUE,Flexity Freedom-3,LRT: Modern DC,The Flexity Freedom is a family of articulated low-floor light-rail vehicles built by Bombardier/Alstom that have been in service in Canada since 2019. This is the 3 segment version.,22.2,1.34,1.10,45,6.67,6,12,3,2.65,100,2000000,200,20,#F87005,270,540,Generic,Generic,Bombardier,Standard LRT,LRT,Generic,lrt-2,Standard LRT,LRT: Modern DC,TRUE,6.7,17500,25000000,6000000,catenary,Modern DC,Standard,Metro Standard,200,20,This is a standard LRT system (2.65m wide) which uses 750V DC.,standard-lrt-catenary,This is a standard LRT system (2.65m wide) which uses 750V DC. The Flexity Freedom is a family of articulated low-floor light-rail vehicles built by Bombardier/Alstom that have been in service in Canada since 2019. This is the 3 segment version.,82.5
TRUE,Flexity Freedom-5,LRT: Modern DC,The Flexity Freedom is a family of articulated low-floor light-rail vehicles built by Bombardier/Alstom that have been in service in Canada since 2019. This is the 5 segment version.,22.2,1.34,1.10,50,6.16,5,20,5,2.65,130,2500000,200,20,#8A999A,250,1000,CA,TOR,Bombardier,Standard LRT,LRT,North America,lrt-2,Standard LRT,LRT: Modern DC,TRUE,6.7,17500,25000000,6000000,catenary,Modern DC,Standard,Metro Standard,200,20,This is a standard LRT system (2.65m wide) which uses 750V DC.,standard-lrt-catenary,This is a standard LRT system (2.65m wide) which uses 750V DC. The Flexity Freedom is a family of articulated low-floor light-rail vehicles built by Bombardier/Alstom that have been in service in Canada since 2019. This is the 5 segment version.,125.7
TRUE,Citadis Spirit-4,"LRT: Modern DC, LRT: HV DC",The Citadis Spirit is a family of articulated low-floor light-rail vehicles built by Alstom that have been in service in Canada since 2019. This is the 4-segment version.,29.2,1.00,1.20,70,10.52,4,8,4,2.65,100,2000000,200,20,#ED1B2D,280,560,"CA, CA","TOR, OTT",Alstom,Standard LRT,LRT,"North America, North America",lrt-2,Standard LRT,LRT: Modern DC,TRUE,6.7,17500,25000000,6000000,catenary,Modern DC,Standard,Metro Standard,200,20,This is a standard LRT system (2.65m wide) which uses 750V DC.,standard-lrt-catenary,This is a standard LRT system (2.65m wide) which uses 750V DC. The Citadis Spirit is a family of articulated low-floor light-rail vehicles built by Alstom that have been in service in Canada since 2019. This is the 4-segment version.,86.6248
TRUE,Citadis Spirit-3,"LRT: Modern DC, LRT: HV DC",The Citadis Spirit is a family of articulated low-floor light-rail vehicles built by Alstom that have been in service in Canada since 2019. This is the long 3-segment version.,29.2,1.00,1.20,77,10.67,3,6,3,2.65,100,2500000,200,20,#FF1E35,231,462,Generic,Generic,Alstom,Standard LRT,LRT,Generic,lrt-2,Standard LRT,LRT: Modern DC,TRUE,6.7,17500,25000000,6000000,catenary,Modern DC,Standard,Metro Standard,200,20,This is a standard LRT system (2.65m wide) which uses 750V DC.,standard-lrt-catenary,This is a standard LRT system (2.65m wide) which uses 750V DC. The Citadis Spirit is a family of articulated low-floor light-rail vehicles built by Alstom that have been in service in Canada since 2019. This is the long 3-segment version.,66.508
TRUE,Citadis Spirit-4L,"LRT: Modern DC, LRT: HV DC","The Citadis Spirit is a family of articulated low-floor light-rail vehicles built by Alstom that have been in service in Canada since 2019. This is the longest, 4-segment version.",29.2,1.00,1.20,85,11.96,4,8,4,2.65,100,2500000,200,20,#8E111F,340,680,Generic,Generic,Alstom,Standard LRT,LRT,Generic,lrt-2,Standard LRT,LRT: Modern DC,TRUE,6.7,17500,25000000,6000000,catenary,Modern DC,Standard,Metro Standard,200,20,This is a standard LRT system (2.65m wide) which uses 750V DC.,standard-lrt-catenary,"This is a standard LRT system (2.65m wide) which uses 750V DC. The Citadis Spirit is a family of articulated low-floor light-rail vehicles built by Alstom that have been in service in Canada since 2019. This is the longest, 4-segment version.",98.2072
TRUE,Azur (MTL),Montreal Metro,The MPM-10 (Azur) is a rubber-tire vehicle built by Bombardier and Alstom for the Montreal Metro that entered service in 2016.,20.1,1.21,1.23,173,16.93,9,9,9,2.51,160,1848654,550,55,#0085CA,1557,1557,CA,MTL,Bombardier,Rubber Heavy Metro,Heavy Metro,North America,mtl-1,Rubber Heavy Metro,Montreal Metro,FALSE,13,49000,74000000,14000000,four-rail,Modern DC,Rubber Standard,Narrow,550,55,The Montreal Metro is a rubber wheeled metro system with narrow trains found in the city with the best hockey team.,rubber-heavy-metro-four-rail,The Montreal Metro is a rubber wheeled metro system with narrow trains found in the city with the best hockey team. The MPM-10 (Azur) is a rubber-tire vehicle built by Bombardier and Alstom for the Montreal Metro that entered service in 2016.,154.9
TRUE,Saint-Laurent (MTL),REM,The Alstom Metropolis is a series of metro EMUs in service across the world since 1993. The Saint-Laurent is an autonomous light metro variant built for the Réseau express métropolitain in Montreal that entered service in 2023.,27.8,1.10,1.30,150,19.05,2,4,2,2.94,90,2500000,350,35,#82C341,300,600,CA,MTL,Alstom,Automated Light Metro,Light Metro,North America,mtl-2,Automated Light Metro,REM,FALSE,6.7,36000,51000000,12000000,catenary,High Voltage DC,Standard,London S Stock,350,35,The Réseau Express Métropolitain (REM) is a light metro network that serves the Greater Montreal region of Canada. It is fully automated. ,automated-light-metro-catenary,The Réseau Express Métropolitain (REM) is a light metro network that serves the Greater Montreal region of Canada. It is fully automated.  The Alstom Metropolis is a series of metro EMUs in service across the world since 1993. The Saint-Laurent is an autonomous light metro variant built for the Réseau express métropolitain in Montreal that entered service in 2023.,78.7
